cenX_0:57820108-60927196	AlphaSat'	0	168	80.57	None	-1.00	None	-1.00	None	-1.00	+
cenX_0:57820108-60927196	AlphaSat'	169	339	81.25	None	-1.00	None	-1.00	None	-1.00	+
cenX_0:57820108-60927196	AlphaSat'	340	506	78.86	None	-1.00	None	-1.00	None	-1.00	+
cenX_0:57820108-60927196	AlphaSat'	507	677	80.00	None	-1.00	None	-1.00	None	-1.00	+
cenX_0:57820108-60927196	AlphaSat'	678	847	85.55	None	-1.00	None	-1.00	None	-1.00	+
cenX_0:57820108-60927196	AlphaSat'	848	1016	79.43	None	-1.00	None	-1.00	None	-1.00	+
cenX_0:57820108-60927196	AlphaSat'	1017	1202	81.28	None	-1.00	None	-1.00	None	-1.00	+
cenX_0:57820108-60927196	AlphaSat'	1203	1377	78.21	None	-1.00	None	-1.00	None	-1.00	+
cenX_0:57820108-60927196	AlphaSat'	1378	1548	82.95	None	-1.00	None	-1.00	None	-1.00	+
cenX_0:57820108-60927196	AlphaSat'	1549	1715	77.46	None	-1.00	None	-1.00	None	-1.00	+
cenX_0:57820108-60927196	AlphaSat'	1716	1886	79.55	None	-1.00	None	-1.00	None	-1.00	+
cenX_0:57820108-60927196	AlphaSat'	1887	2057	89.53	None	-1.00	None	-1.00	None	-1.00	+
cenX_0:57820108-60927196	AlphaSat'	2058	2228	82.29	None	-1.00	None	-1.00	None	-1.00	+
cenX_0:57820108-60927196	AlphaSat'	2229	2399	82.39	None	-1.00	None	-1.00	None	-1.00	+
cenX_0:57820108-60927196	AlphaSat'	2400	2566	77.71	None	-1.00	None	-1.00	None	-1.00	+
cenX_0:57820108-60927196	AlphaSat'	2567	2737	82.76	None	-1.00	None	-1.00	None	-1.00	+
cenX_0:57820108-60927196	AlphaSat'	2738	2908	85.55	None	-1.00	None	-1.00	None	-1.00	+
cenX_0:57820108-60927196	AlphaSat'	2909	3077	79.31	None	-1.00	None	-1.00	None	-1.00	+
cenX_0:57820108-60927196	AlphaSat'	3078	3263	81.28	None	-1.00	None	-1.00	None	-1.00	+
cenX_0:57820108-60927196	AlphaSat'	3264	3435	78.86	None	-1.00	None	-1.00	None	-1.00	+
cenX_0:57820108-60927196	AlphaSat'	3436	3606	83.33	None	-1.00	None	-1.00	None	-1.00	+
cenX_0:57820108-60927196	AlphaSat'	3607	3773	77.46	None	-1.00	None	-1.00	None	-1.00	+
cenX_0:57820108-60927196	AlphaSat'	3774	3944	80.68	None	-1.00	None	-1.00	None	-1.00	+
cenX_0:57820108-60927196	AlphaSat'	3945	4115	89.53	None	-1.00	None	-1.00	None	-1.00	+
cenX_0:57820108-60927196	AlphaSat'	4116	4286	82.86	None	-1.00	None	-1.00	None	-1.00	+
cenX_0:57820108-60927196	AlphaSat'	4287	4457	81.25	None	-1.00	None	-1.00	None	-1.00	+
cenX_0:57820108-60927196	AlphaSat'	4458	4624	78.29	None	-1.00	None	-1.00	None	-1.00	+
cenX_0:57820108-60927196	AlphaSat'	4625	4795	82.76	None	-1.00	None	-1.00	None	-1.00	+
cenX_0:57820108-60927196	AlphaSat'	4796	4966	86.21	None	-1.00	None	-1.00	None	-1.00	+
cenX_0:57820108-60927196	AlphaSat'	4967	5135	80.46	None	-1.00	None	-1.00	None	-1.00	+
cenX_0:57820108-60927196	AlphaSat'	5136	5321	82.35	None	-1.00	None	-1.00	None	-1.00	+
cenX_0:57820108-60927196	AlphaSat'	5322	5492	78.86	None	-1.00	None	-1.00	None	-1.00	+
cenX_0:57820108-60927196	AlphaSat'	5493	5663	82.76	None	-1.00	None	-1.00	None	-1.00	+
cenX_0:57820108-60927196	AlphaSat'	5664	5830	76.30	None	-1.00	None	-1.00	None	-1.00	+
cenX_0:57820108-60927196	AlphaSat'	5831	6001	80.11	None	-1.00	None	-1.00	None	-1.00	+
cenX_0:57820108-60927196	AlphaSat'	6002	6172	89.53	None	-1.00	None	-1.00	None	-1.00	+
cenX_0:57820108-60927196	AlphaSat'	6173	6343	82.86	None	-1.00	None	-1.00	None	-1.00	+
cenX_0:57820108-60927196	AlphaSat'	6344	6514	82.29	None	-1.00	None	-1.00	None	-1.00	+
cenX_0:57820108-60927196	AlphaSat'	6515	6681	78.86	None	-1.00	None	-1.00	None	-1.00	+
cenX_0:57820108-60927196	AlphaSat'	6682	6852	82.76	None	-1.00	None	-1.00	None	-1.00	+
cenX_0:57820108-60927196	AlphaSat'	6853	7023	86.71	None	-1.00	None	-1.00	None	-1.00	+
cenX_0:57820108-60927196	AlphaSat'	7024	7192	80.46	None	-1.00	None	-1.00	None	-1.00	+
cenX_0:57820108-60927196	AlphaSat'	7193	7378	82.89	None	-1.00	None	-1.00	None	-1.00	+
cenX_0:57820108-60927196	AlphaSat'	7379	7549	79.31	None	-1.00	None	-1.00	None	-1.00	+
cenX_0:57820108-60927196	AlphaSat'	7550	7720	82.18	None	-1.00	None	-1.00	None	-1.00	+
cenX_0:57820108-60927196	AlphaSat'	7721	7887	76.88	None	-1.00	None	-1.00	None	-1.00	+
cenX_0:57820108-60927196	AlphaSat'	7888	8058	80.11	None	-1.00	None	-1.00	None	-1.00	+
cenX_0:57820108-60927196	AlphaSat'	8059	8229	88.37	None	-1.00	None	-1.00	None	-1.00	+
cenX_0:57820108-60927196	AlphaSat'	8230	8400	82.86	None	-1.00	None	-1.00	None	-1.00	+
